orgid,ein,charity_name,category,city,state,efficiency_rating_star,affiliate_payments,admin_expense,total_revenue,program_expense,other_revenue,capacity_rating,program_expense_percent,primary_revenue_growth,fund_efficiency,cause,tag_line,overall_rating,website,total_functional_expense,leader_comp,program_expense_growth,net_assets,efficiency_rating,leader_comp_percent,capacity_rating_star,budget_surplus,admin_expense_percent,fund_expense,primary_revenue,url,fund_expense_percent,email,working_capital_ratio,overall_rating_star
11406,61-0458359,The Cabbage Patch Settlement House,Human Services,Louisville ,KY,2,0,"233,183","2,390,567","1,252,893","-37,506",26.90,72.3,40.1,0.10,Social Services,Profoundly changing the lives of at-risk children,59.14,http://www.cabbagepatch.org/,"1,730,713","107,834",6.9,"16,703,876",32.23,6.23,4,"659,854",13.4,"244,637","2,428,073",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11406,14.1,mailto:cabbagepatch@cabbagepatch.org,4.25,3
5739,20-0315238,The Cable Center,"Arts, Culture, Humanities",Denver,CO,0,0,"1,881,008","4,400,170","2,449,551","1,351,111",20.00,50.5,48.7,0.18,Museums,Education and information resources,38.65,http://www.cablecenter.org,"4,847,332","248,453",-10.0,"49,271,731",18.65,5.12,3,"-447,162",38.8,"516,773","3,049,059",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5739,10.6,mailto:giving@cablecenter.org,4.74,1
6537,75-0808768,Cal Farley's,Human Services,Amarillo,TX,0,"3,074,441","31,107,694","-13,054,353","35,421,411","-32,100,116",19.28,48.7,0.7,0.32,"Youth Development, Shelter, and Crisis Services",Strengthening children and families since 1939,36.31,,"72,635,450","210,912",4.8,"384,285,858",17.02,0.29,3,"-85,689,803",42.8,"6,106,345","19,045,763",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6537,8.4,,4.47,1
7595,23-7327765,The California 4-H Foundation,Public Benefit,Davis,CA,1,0,"29,593","633,864","434,961","76,838",6.87,73.8,-0.3,0.22,Fundraising Organizations,Developing resources for the University of California 4-H Youth Development Program,31.75,,"588,681",Not compensated,1.0,"2,664,129",24.88,--,1,"45,183",5.0,"124,127","557,026",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7595,21.0,,0.21,1
3406,94-1156258,California Academy of Sciences,"Arts, Culture, Humanities",San Francisco,CA,4,0,"9,117,300","86,258,051","77,625,942","7,239,256",30.00,84.3,19.3,0.09,Museums,"Exploring, explaining, and protecting the natural world",68.43,http://www.calacademy.org,"91,992,209","343,930",30.4,"532,483,903",38.43,0.37,4,"-5,734,158",9.9,"5,248,967","79,018,795",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3406,5.7,mailto:membership@calacademy.org,5.16,4
8649,33-0646517,"California Center for the Arts, Escondido","Arts, Culture, Humanities",Escondido,CA,2,0,"1,225,669","5,421,055","4,185,461","1,223,627",0.00,73.4,-4.8,0.08,Performing Arts,"Escape, explore, experience",31.91,http://www.artcenter.org/,"5,696,973","117,243",-9.7,"-1,497,910",31.91,2.05,0,"-275,918",21.5,"285,843","4,197,428",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8649,5.0,mailto:development@artcenter.org,-0.28,1
3408,95-3510055,California Community Foundation,Public Benefit,Los Angeles,CA,4,0,"4,845,099","98,497,346","179,951,957","-66,123,588",30.00,95.8,3.5,0.01,Community Foundations,Building the future of Los Angeles,69.58,http://www.calfund.org,"187,766,633","365,780",18.6,"787,213,217",39.58,0.19,4,"-89,269,287",2.5,"2,969,577","164,620,934",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3408,1.5,mailto:give@ccf-la.org,3.86,4
9118,94-1265032,California Council of the Blind,Human Services,Sacramento,CA,0,0,"98,097","628,134","294,841","161,308",10.00,43.6,-12.4,0.64,Social Services,Gaining full independence and equality of opportunity for all blind and visually impaired Californians,26.02,http://www.ccbnet.org/,"674,905",Not compensated,-6.2,"1,168,117",16.02,--,1,"-46,771",14.5,"281,967","466,826",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9118,41.7,mailto:ccotb@ccbnet.org,1.54,1
10489,68-0275330,California Emergency Foodlink,Human Services,Sacramento,CA,4,0,"677,756","58,231,279","52,397,377","2,917",30.00,98.6,26.9,0.00,"Food Banks, Food Pantries, and Food Distribution","Providing jobs, preventing hunger, training for the future",69.86,http://www.cafoodlink.org/,"53,097,893","100,000",18.6,"16,071,696",39.86,0.18,4,"5,133,386",1.2,"22,760","58,228,362",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10489,0.0,mailto:info@cafoodlink.org,0.30,4
3409,95-1643307,California Institute of Technology,Education,Pasadena,CA,4,0,"61,160,000","2,413,361,000","2,439,053,000","20,458,000",22.31,97.2,3.0,0.02,"Universities, Graduate Schools, and Technological Institutes",Expanding human knowledge and benefiting society through research integrated with education,62.03,http://www.caltech.edu,"2,508,274,000","724,572",5.5,"2,092,520,000",39.72,0.02,3,"-94,913,000",2.4,"8,061,000","2,392,903,000",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3409,0.3,mailto:bmcquinn@dar.caltech.edu,0.55,4
5797,94-1752116,California Police Activities League,Human Services,San Leandro,CA,0,0,"374,697","1,990,918","1,438,430","25,419",5.00,55.8,-24.6,0.40,"Youth Development, Shelter, and Crisis Services",The bond between cops and kids,21.07,http://www.calpal.org,"2,574,864","103,417",-1.8,"778,632",16.07,4.01,1,"-583,946",14.5,"761,737","1,965,499",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5797,29.5,mailto:donate@calpal.org,0.30,0
11770,30-0121107,California Police Youth Charities,Human Services,Roseville,CA,0,0,"127,282","4,076,901","615,727","102,671",22.50,14.9,71.3,0.85,"Youth Development, Shelter, and Crisis Services",Cops for kids,22.50,http://www.calpyc.com/,"4,129,949","79,200",40.2,"186,104",0.00,1.91,4,"-53,048",3.0,"3,386,940","3,974,230",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11770,82.0,mailto:cbuzzeaton@msn.com,0.04,0
5855,95-2210527,California Science Center Foundation,"Arts, Culture, Humanities",Los Angeles,CA,4,0,"1,448,222","49,639,649","47,173,744","29,999,508",22.50,94.4,16.4,0.09,Museums,Science learning for everyone,61.94,http://www.casciencectr.org,"49,964,147","39,169",79.5,"22,803,954",39.44,0.07,4,"-324,498",2.8,"1,342,181","19,640,141",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5855,2.6,mailto:Member@cscmail.org,0.38,4
6593,94-1707583,California State Parks Foundation,Environment,San Francisco,CA,2,0,"1,055,933","8,329,111","6,920,715","-814,702",25.00,73.2,15.0,0.16,"Botanical Gardens, Parks, and Nature Centers",Your voice for parks,54.82,http://www.calparks.org/,"9,447,458","177,512",13.2,"10,102,876",29.82,1.87,4,"-1,118,347",11.1,"1,470,810","9,143,813",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6593,15.5,mailto:mike@calparks.org,0.87,3
6847,23-7097680,California Trout,Environment,San Francisco,CA,2,0,"145,612","2,839,178","1,400,718","778,774",16.31,76.0,-1.1,0.14,Environmental Protection and Conservation,Keeper of the streams,46.41,http://www.caltrout.org/,"1,841,695","10,000",6.2,"1,618,452",30.10,0.54,2,"997,483",7.9,"295,365","2,060,404",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6847,16.0,mailto:info@caltrout.org,0.87,2
3411,94-1149574,California Waterfowl Association,Animals,Sacramento,CA,3,0,"311,856","9,849,713","9,670,610","-142,664",25.00,88.0,11.1,0.31,Wildlife Conservation,"Conserving California's waterfowl, wetlands, and outdoor heritage",58.67,http://www.calwaterfowl.org,"10,985,255","148,246",21.3,"5,025,695",33.67,1.34,4,"-1,135,542",2.8,"1,002,789","9,992,377",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3411,9.1,mailto:cwa@calwaterfowl.org,0.45,3
11703,51-0183228,California Wilderness Coalition,Animals,Oakland,CA,2,0,"82,934","504,048","488,886","1,553",15.51,74.7,-0.2,0.23,Wildlife Conservation,The voice for wild California,45.49,http://www.calwild.org,"653,655","12,500",2.0,"796,958",29.97,1.91,2,"-149,607",12.6,"81,835","502,495",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11703,12.5,mailto:info@calwild.org,1.21,2
7469,95-1919366,California-Hawaii Elks Major Project,Human Services,Fresno,CA,4,0,"538,615","4,373,968","2,843,957","1,129,947",17.25,77.2,1.0,0.09,Social Services,Serving children with disabilities since 1950,54.98,http://www.chea-elks.org,"3,680,774","87,143",2.4,"28,129,344",37.72,2.36,2,"693,194",14.6,"298,202","3,244,021",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7469,8.1,mailto:chea@chea-elks.org,6.61,3
7944,94-2581509,Californians for Population Stabilization,Public Benefit,Santa Barbara,CA,2,0,"167,281","1,314,476","910,346","-132,692",25.00,70.4,25.6,0.14,Research and Public Policy Institutions,Advancing policies to stabilize the population of California and the United States,54.50,http://www.capsweb.org/,"1,291,466","103,000",32.6,"622,373",29.50,7.97,4,"23,010",12.9,"213,839","1,447,168",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7944,16.5,mailto:membership@capsweb.org,0.48,3
6950,36-3003308,Call to Action,Religion,Chicago,IL,1,0,"65,916","1,220,418","753,164","4,132",3.67,74.3,-2.8,0.22,Religious Activities,Catholics working together to foster peace and justice,30.77,http://www.cta-usa.org,"1,012,437","
                  None reported",-4.3,"76,754",27.09,--,1,"207,981",6.5,"193,358","1,216,286",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6950,19.0,mailto:cta@cta-usa.org,0.07,1
3413,38-3071514,Calvin College,Education,Grand Rapids,MI,3,0,"3,695,041","155,450,485","139,570,064","14,866,016",21.95,94.7,4.2,0.21,Private Liberal Arts Colleges,Minds in the making,56.42,http://www.calvin.edu,"147,377,460","204,077",6.4,"242,490,912",34.47,0.13,3,"8,073,025",2.5,"4,112,355","140,584,469",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3413,2.7,mailto:development@calvin.edu,1.15,3
10565,84-1234511,CAMA Services,International,Colorado Springs,CO,4,0,"504,776","3,643,140","2,867,768","74,000",20.41,84.1,-0.8,0.00,Development and Relief Services,Your hands to a hurting world,58.83,http://www.camaservices.org,"3,406,837","76,290",11.8,"2,125,098",38.41,2.23,3,"236,303",14.8,"34,293","3,569,140",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10565,1.0,mailto:cama@camaservices.org,0.64,3
12748,20-0764162,Cambodian Children's Fund,International,Santa Monica,CA,4,0,"264,945","2,018,235","1,948,278","23,983",27.50,82.8,46.8,0.07,Development and Relief Services,"Providing life-changing education, nourishment and healing",65.78,http://www.cambodianchildrensfund.org,"2,351,142","75,000",67.4,"1,489,815",38.28,3.18,4,"-332,907",11.2,"137,919","1,994,252",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12748,5.8,mailto:donate@cambodianchildrensfund.org,0.63,4
3256,52-6071299,Cambridge in America,Education,New York,NY,3,0,"1,352,995","18,811,050","16,601,857","65,278",7.50,80.3,-4.5,0.14,"Universities, Graduate Schools, and Technological Institutes",Promoting interest in and support for the University of Cambridge and its constituent colleges,40.53,,"20,662,219","345,259",-3.0,"15,766,268",33.03,1.67,1,"-1,851,169",6.5,"2,707,367","18,745,772",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3256,13.1,,0.76,2
11479,54-2033897,Camfed USA,International,San Francisco,CA,4,176,"64,407","8,898,739","3,105,466","6,581",30.00,94.7,102.2,0.01,Single Country Support Organizations,Girls' education and women's empowerment in Africa,69.47,http://us.camfed.org/,"3,276,020","105,892",48.9,"6,914,493",39.47,3.23,4,"5,622,719",1.9,"106,147","8,892,158",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11479,3.2,mailto:usa@camfed.org,2.11,4
4529,59-3012889,Camp Boggy Creek,Health,Eustis,FL,3,0,"462,146","5,944,655","3,810,394","833,930",20.23,77.5,2.3,0.12,Patient and Family Support,For Florida's seriously ill children,52.98,http://www.boggycreek.org,"4,915,618","173,100",4.1,"28,304,294",32.75,3.52,3,"1,029,037",9.4,"643,078","5,110,725",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4529,13.0,mailto:info@boggycreek.org,4.16,3
6585,23-7210932,Camp Courageous of Iowa,Health,Monticello,IA,4,0,"356,102","3,556,287","2,995,772","192,929",20.00,87.9,-5.9,0.02,Patient and Family Support,Because we're more alike than we are different,58.79,http://www.campcourageous.org/,"3,407,693","127,877",11.8,"6,920,628",38.79,3.75,3,"148,594",10.4,"55,819","3,363,358",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6585,1.6,mailto:info@campcourageous.org,1.95,3
6553,13-1623921,Camp Fire USA,Human Services,Kansas City,MO,3,0,"516,338","2,352,968","2,842,688","173,110",12.47,78.9,2.6,0.11,"Youth Development, Shelter, and Crisis Services",Today's kids. Tomorrow's leaders.,47.20,http://www.campfireusa.org/,"3,598,576","
                  None reported",1.1,"2,430,237",34.73,--,1,"-1,245,608",14.3,"239,550","2,179,858",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6553,6.6,mailto:info@campfireusa.org,0.38,2
8065,76-0404267,Camp For All,Health,Burton,TX,2,0,"305,987","2,838,477","2,329,714","298,697",20.69,76.4,4.7,0.30,Patient and Family Support,"Love, laughter, hope, healing",50.84,,"3,048,894","137,000",2.2,"11,832,695",30.14,4.49,3,"-210,417",10.0,"413,193","2,539,780",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8065,13.5,,3.45,3
8632,22-2329654,Camp Good Days and Special Times,Health,Mendon,NY,4,0,"212,292","1,990,021","1,933,337","512,813",10.00,86.4,-11.3,0.06,Patient and Family Support,Celebrating 30 years of courage,48.64,http://www.campgooddays.org/,"2,236,007","95,825",-4.8,"13,579,868",38.64,4.28,1,"-245,986",9.4,"90,378","1,477,208",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8632,4.0,mailto:mervis@campgooddays.org,6.07,2
9067,75-2205242,Camp John Marc,Health,Dallas,TX,4,0,"164,968","1,734,090","1,489,535","2,524",11.89,83.7,-1.8,0.09,Patient and Family Support,Special camps for special kids,50.26,http://www.campjohnmarc.org/,"1,778,371","141,248",-0.9,"8,331,426",38.37,7.94,1,"-44,281",9.2,"123,868","1,731,566",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9067,6.9,mailto:mail@campjohnmarc.org,4.57,3
9007,63-0907544,Camp Smile-A-Mile,Health,Birmingham,AL,3,0,"106,133","710,339","758,649","-240,111",30.00,76.7,32.7,0.13,Patient and Family Support,Alabama's program for children with cancer,62.67,,"988,452","96,782",11.4,"2,250,524",32.67,9.79,4,"-278,113",10.7,"123,670","950,450",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9007,12.5,,2.27,4
9069,75-2488486,Camp Summit,Health,Argyle,TX,2,0,"135,383","1,648,177","860,611","127,074",20.30,72.9,9.8,0.18,Patient and Family Support,A remarkable place for remarkable people,50.10,,"1,180,125","76,403",0.3,"3,407,507",29.79,6.47,3,"468,052",11.4,"184,131","1,521,103",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9069,15.6,,2.88,3
10960,58-1872217,"Camp Sunshine, Georgia",Health,Decatur,GA,4,0,"135,667","1,340,079","1,373,996","513,130",18.88,87.0,-11.1,0.08,Patient and Family Support,Programs for children with cancer,57.58,http://www.mycampsunshine.com/,"1,578,187","136,800",8.8,"6,430,647",38.70,8.66,3,"-238,108",8.5,"68,524","826,949",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10960,4.3,mailto:chanteasea@mycampsunshine.com,3.57,3
7614,22-2582877,"Camp Sunshine, Maine",Health,Casco,ME,3,0,"151,525","2,972,564","2,122,006","336,298",20.85,83.6,2.0,0.10,Patient and Family Support,A retreat for children with life-threatening illnesses and their families,54.21,http://www.campsunshine.org/,"2,537,366","104,455",5.0,"14,148,862",33.36,4.11,3,"435,198",5.9,"263,835","2,636,266",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7614,10.3,mailto:info@campsunshine.org,3.39,3
4166,52-1969967,Campaign for Tobacco-Free Kids,Health,Washington,DC,4,0,"1,223,196","28,516,664","17,497,910","513,431",30.00,88.6,13.5,0.03,Treatment and Prevention Services,Tobacco vs. kids: where America draws the line,68.86,http://tobaccofreekids.org,"19,729,078","233,460",13.9,"31,146,875",38.86,1.18,4,"8,787,586",6.1,"1,007,972","28,003,233",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4166,5.1,mailto:info@tobaccofreekids.org,1.57,4
8451,23-2258345,Camphill Village Kimberton Hills,Human Services,Kimberton,PA,3,0,"237,590","2,072,882","1,901,118","42,178",27.01,84.0,4.2,0.25,Social Services,Sharing life and work with people who have special needs,60.42,http://www.camphillkimberton.org,"2,261,119",Not compensated,9.0,"9,445,248",33.40,--,4,"-188,237",10.5,"122,411","2,030,704",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8451,5.4,mailto:development@camphillkimberton.org,3.63,4
7883,74-2337853,Can Do Multiple Sclerosis,Health,Edwards,CO,4,0,"162,844","1,876,000","1,299,251","681,899",16.92,83.8,-9.4,0.07,"Diseases, Disorders, and Disciplines",The power to be more than your MS,55.31,http://www.mscando.org/,"1,549,863","95,600",5.2,"1,835,955",38.38,6.16,2,"326,137",10.5,"87,768","1,194,101",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7883,5.6,mailto:info@mscando.org,1.18,3
8586,94-2832648,Canal Alliance,Human Services,San Rafael,CA,3,0,"304,940","3,091,497","2,332,310","5,495",22.50,79.3,9.1,0.10,Social Services,Developing self-sufficiency & leadership for a healthier community,55.43,http://canalalliance.org/,"2,938,166","96,655",7.5,"1,119,244",32.93,3.28,4,"153,331",10.3,"300,916","3,086,002",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8586,10.2,mailto:contact@canalalliance.org,0.36,3
6146,36-3179758,Canal Corridor Association,Environment,LaSalle,IL,4,0,"10,451","1,038,728","959,058",0,27.50,98.1,6.9,0.01,"Botanical Gardens, Parks, and Nature Centers",Preserving and conserving the I&M Canal,67.31,http://www.canalcor.org/,"977,467","34,500",11.0,"1,179,549",39.81,3.52,4,"61,261",1.0,"7,958","1,038,728",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6146,0.8,mailto:cca@canalcor.org,1.20,4
5826,94-3065923,The Cancer Center for Detection and Prevention,Health,New Orleans,LA,2,0,"1,144,212","61,700,752","48,826,007","85,077",22.50,79.8,119.8,0.18,"Diseases, Disorders, and Disciplines",Helping to find a cure,52.98,http://www.tccdp.org/,"61,184,133","99,936",144.6,"2,116,463",30.48,0.16,4,"516,619",1.8,"11,213,914","61,615,675",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5826,18.3,,0.03,3
7478,95-3133568,Cancer Federation,Health,Banning,CA,0,0,"102,420","983,653","630,964","312,718",12.50,62.6,-7.4,0.40,"Diseases, Disorders, and Disciplines",For still the vision awaits its time,31.26,http://www.cancerfed.com/,"1,007,067","80,500",25.4,"361,115",18.76,7.99,2,"-23,414",10.1,"273,683","670,935",http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7478,27.1,mailto:info@cancerfed.org,0.11,1
